Professor_Code,professor_name,Years_of_Experience,Field_of_Expertise,Past_Mentee_Performance,Behavior_Rating,Feedback_Rating,Contact_Email
P14771,Greg  Detweiler,20,Mobile Development,9.1,9.05,6.36,greg..detweiler@univ.edu
P14772,Brenda  Adams,14,AI/ML,5.43,8.13,5.06,brenda..adams@univ.edu
P14773,Brenda  Adams,19,Mobile Development,7.16,7.74,8.35,brenda..adams@univ.edu
P14774,Brenda  Adams,11,AI/ML,7.42,6.39,4.4,brenda..adams@univ.edu
P14775,Brenda  Adams,16,Data Science,7.35,6.7,5.67,brenda..adams@univ.edu
P14776,Brenda  Adams,16,AI/ML,7.77,8.33,7.7,brenda..adams@univ.edu
P14777,Brenda  Adams,19,AI/ML,5.59,8.63,7.11,brenda..adams@univ.edu
P14778,Brenda  Adams,4,Data Science,6.68,10.0,7.06,brenda..adams@univ.edu
P14779,Brenda  Adams,10,Web Development,6.54,9.06,8.15,brenda..adams@univ.edu
P14780,Brenda  Adams,7,Data Science,5.66,7.04,6.9,brenda..adams@univ.edu
P14781,Brenda  Adams,9,AI/ML,5.26,9.39,7.65,brenda..adams@univ.edu
P14782,Brenda  Adams,18,Cybersecurity,8.52,10.0,7.77,brenda..adams@univ.edu
P14783,Brenda  Adams,18,AI/ML,7.19,9.04,7.63,brenda..adams@univ.edu
P14784,Brenda  Adams,19,Data Science,5.87,6.56,6.91,brenda..adams@univ.edu
P14785,Brenda  Adams,9,AI/ML,5.87,10.0,7.64,brenda..adams@univ.edu
P14786,Brenda  Adams,10,Data Science,6.96,10.0,9.31,brenda..adams@univ.edu
P14787,Brenda  Adams,10,Mobile Development,8.09,4.63,7.53,brenda..adams@univ.edu
P14788,Brenda  Adams,13,Web Development,5.94,7.84,6.5,brenda..adams@univ.edu
P14789,Brenda  Adams,17,Web Development,7.67,6.95,8.68,brenda..adams@univ.edu
P14790,Brenda  Adams,20,Data Science,8.74,10.0,9.82,brenda..adams@univ.edu
P14791,Brenda  Adams,8,Web Development,7.65,8.39,6.34,brenda..adams@univ.edu
P14792,Suzanne L.  Cross,14,Cybersecurity,6.03,7.29,8.6,suzanne.l...cross@univ.edu
P14793,Suzanne L.  Cross,17,Cybersecurity,6.87,7.15,6.24,suzanne.l...cross@univ.edu
P14794,Suzanne L.  Cross,8,Web Development,6.64,6.55,8.99,suzanne.l...cross@univ.edu
P14795,Suzanne L.  Cross,20,Data Science,6.43,10.0,7.38,suzanne.l...cross@univ.edu
P14796,Suzanne L.  Cross,11,Cybersecurity,6.97,8.05,9.71,suzanne.l...cross@univ.edu
P14797,Lourdess  Cortez,10,Web Development,6.38,7.47,7.52,lourdess..cortez@univ.edu
P14798,Lourdess  Cortez,16,AI/ML,5.87,5.25,9.31,lourdess..cortez@univ.edu
P14799,Lourdess  Cortez,10,Cybersecurity,7.56,8.7,6.85,lourdess..cortez@univ.edu
P14800,Moataz  Emam,4,Mobile Development,8.13,6.28,5.77,moataz..emam@univ.edu
P14801,Moataz  Emam,6,Cybersecurity,8.24,8.99,7.62,moataz..emam@univ.edu
P14802,Moataz  Emam,8,Web Development,5.77,7.17,9.35,moataz..emam@univ.edu
P14803,Moataz  Emam,5,Web Development,8.21,10.0,7.34,moataz..emam@univ.edu
P14804,Moataz  Emam,5,Web Development,8.91,6.85,9.9,moataz..emam@univ.edu
P14805,Moataz  Emam,13,Data Science,5.74,7.8,7.82,moataz..emam@univ.edu
P14806,Moataz  Emam,12,Data Science,5.93,9.49,10.0,moataz..emam@univ.edu
P14807,Moataz  Emam,14,AI/ML,5.49,9.36,7.39,moataz..emam@univ.edu
P14808,Moataz  Emam,16,AI/ML,5.68,8.69,8.67,moataz..emam@univ.edu
P14809,Moataz  Emam,20,Cybersecurity,8.72,8.71,8.69,moataz..emam@univ.edu
P14810,Moataz  Emam,11,Web Development,5.91,7.53,7.12,moataz..emam@univ.edu
P14811,Moataz  Emam,17,AI/ML,7.86,6.51,8.47,moataz..emam@univ.edu
P14812,Moataz  Emam,5,Web Development,5.15,7.89,7.52,moataz..emam@univ.edu
P14813,Moataz  Emam,13,Cybersecurity,5.36,7.55,9.01,moataz..emam@univ.edu
P14814,Moataz  Emam,12,Data Science,6.04,8.66,7.97,moataz..emam@univ.edu
P14815,Moataz  Emam,20,AI/ML,7.7,8.87,6.44,moataz..emam@univ.edu
P14816,Moataz  Emam,6,Mobile Development,6.76,7.74,7.37,moataz..emam@univ.edu
P14817,John  Zenger,15,Mobile Development,6.92,9.14,6.91,john..zenger@univ.edu
P14818,John  Zenger,8,Mobile Development,6.06,8.17,7.06,john..zenger@univ.edu
P14819,John  Zenger,15,Mobile Development,6.34,8.53,6.62,john..zenger@univ.edu
P14820,John  Zenger,7,Mobile Development,5.63,7.96,6.18,john..zenger@univ.edu
P14821,John  Zenger,16,Mobile Development,7.82,8.85,6.96,john..zenger@univ.edu
P14822,John  Zenger,15,Mobile Development,7.42,7.82,9.43,john..zenger@univ.edu
P14823,John  Zenger,16,AI/ML,6.64,7.19,6.8,john..zenger@univ.edu
P14824,John  Zenger,10,Mobile Development,6.6,8.88,8.69,john..zenger@univ.edu
P14825,John  Zenger,18,Mobile Development,7.33,7.7,9.01,john..zenger@univ.edu
P14826,John  Zenger,15,Cybersecurity,8.14,8.38,7.62,john..zenger@univ.edu
P14827,John  Zenger,17,AI/ML,6.23,8.54,9.05,john..zenger@univ.edu
P14828,John  Zenger,3,Cybersecurity,7.81,5.78,5.85,john..zenger@univ.edu
P14829,John  Zenger,4,Web Development,6.23,7.36,5.9,john..zenger@univ.edu
P14830,John  Zenger,20,Mobile Development,6.72,6.18,9.08,john..zenger@univ.edu
P14831,John  Zenger,10,Data Science,6.76,8.33,7.74,john..zenger@univ.edu
P14832,John  Zenger,5,Mobile Development,8.34,6.14,9.51,john..zenger@univ.edu
P14833,John  Zenger,16,Mobile Development,6.42,6.01,5.47,john..zenger@univ.edu
P14834,John  Zenger,11,Cybersecurity,4.53,8.79,9.24,john..zenger@univ.edu
P14835,John  Zenger,10,Web Development,5.84,9.53,7.82,john..zenger@univ.edu
P14836,John  Zenger,19,Cybersecurity,9.33,6.66,6.84,john..zenger@univ.edu
P14837,Maryann  Sydlik,18,AI/ML,5.02,7.85,8.84,maryann..sydlik@univ.edu
P14838,Maryann  Sydlik,12,Web Development,4.74,6.72,5.56,maryann..sydlik@univ.edu
P14839,Maryann  Sydlik,12,Web Development,7.97,6.97,5.96,maryann..sydlik@univ.edu
P14840,Maryann  Sydlik,8,Web Development,7.83,5.54,8.23,maryann..sydlik@univ.edu
P14841,Maryann  Sydlik,19,Cybersecurity,6.56,8.47,4.71,maryann..sydlik@univ.edu
P14842,Maryann  Sydlik,18,Mobile Development,7.63,7.62,7.86,maryann..sydlik@univ.edu
P14843,Maryann  Sydlik,17,Mobile Development,6.47,7.45,9.37,maryann..sydlik@univ.edu
P14844,Maryann  Sydlik,16,Mobile Development,5.83,8.97,8.23,maryann..sydlik@univ.edu
P14845,Maryann  Sydlik,6,Mobile Development,9.04,9.8,7.35,maryann..sydlik@univ.edu
P14846,David W.  Alsop,6,Mobile Development,6.2,6.13,7.58,david.w...alsop@univ.edu
P14847,David W.  Alsop,4,AI/ML,5.38,9.05,5.86,david.w...alsop@univ.edu
P14848,David W.  Alsop,13,Data Science,4.98,7.59,5.6,david.w...alsop@univ.edu
P14849,David W.  Alsop,6,Web Development,8.57,7.18,7.43,david.w...alsop@univ.edu
P14850,David W.  Alsop,18,Data Science,7.21,9.73,5.86,david.w...alsop@univ.edu
P14851,David W.  Alsop,6,AI/ML,8.01,7.19,6.42,david.w...alsop@univ.edu
P14852,David W.  Alsop,3,Mobile Development,9.23,7.88,5.94,david.w...alsop@univ.edu
P14853,David W.  Alsop,4,AI/ML,6.39,7.96,8.88,david.w...alsop@univ.edu
P14854,David W.  Alsop,11,AI/ML,9.54,8.78,7.79,david.w...alsop@univ.edu
P14855,David W.  Alsop,15,Data Science,6.85,7.37,9.08,david.w...alsop@univ.edu
P14856,David W.  Alsop,20,Web Development,7.09,7.3,4.69,david.w...alsop@univ.edu
P14857,David W.  Alsop,18,Cybersecurity,8.68,10.0,7.11,david.w...alsop@univ.edu
P14858,David W.  Alsop,18,Cybersecurity,7.05,7.54,9.15,david.w...alsop@univ.edu
P14859,David W.  Alsop,12,Web Development,8.0,4.51,9.39,david.w...alsop@univ.edu
P14860,David W.  Alsop,11,Mobile Development,6.42,6.84,6.2,david.w...alsop@univ.edu
P14861,David W.  Alsop,13,AI/ML,7.48,8.15,7.01,david.w...alsop@univ.edu
P14862,David W.  Alsop,6,Mobile Development,8.68,8.47,6.7,david.w...alsop@univ.edu
P14863,David W.  Alsop,12,AI/ML,7.72,10.0,6.83,david.w...alsop@univ.edu
P14864,David W.  Alsop,5,Cybersecurity,6.51,6.78,8.21,david.w...alsop@univ.edu
P14865,David W.  Alsop,8,Web Development,7.1,7.17,5.69,david.w...alsop@univ.edu
P14866,Savage-Dun,5,Data Science,6.51,9.82,8.64,savage-dun@univ.edu
P14867,Savage-Dun,11,Data Science,6.91,10.0,5.28,savage-dun@univ.edu
P14868,Savage-Dun,5,Web Development,8.81,7.42,7.6,savage-dun@univ.edu
P14869,Savage-Dun,20,Cybersecurity,7.16,6.37,9.68,savage-dun@univ.edu
P14870,Savage-Dun,10,AI/ML,8.03,8.69,8.04,savage-dun@univ.edu
P14871,Savage-Dun,10,Data Science,7.6,5.44,8.48,savage-dun@univ.edu
P14872,Savage-Dun,17,Cybersecurity,8.56,7.97,6.07,savage-dun@univ.edu
P14873,Savage-Dun,15,Web Development,5.75,7.99,7.62,savage-dun@univ.edu
P14874,Savage-Dun,9,Mobile Development,7.25,9.31,6.85,savage-dun@univ.edu
P14875,Savage-Dun,10,Cybersecurity,9.23,6.38,7.89,savage-dun@univ.edu
P14876,Savage-Dun,12,Cybersecurity,6.21,7.44,6.38,savage-dun@univ.edu
P14877,Savage-Dun,19,Mobile Development,9.63,9.92,9.13,savage-dun@univ.edu
P14878,Savage-Dun,3,Cybersecurity,5.98,7.3,7.86,savage-dun@univ.edu
P14879,Savage-Dun,15,Data Science,6.67,7.46,8.11,savage-dun@univ.edu
P14880,Savage-Dun,15,Data Science,7.97,6.96,8.04,savage-dun@univ.edu
P14881,Savage-Dun,18,Data Science,7.18,6.34,7.67,savage-dun@univ.edu
P14882,Savage-Dun,11,Cybersecurity,4.57,8.9,8.31,savage-dun@univ.edu
P14883,Savage-Dun,12,Cybersecurity,7.49,6.74,5.52,savage-dun@univ.edu
P14884,Savage-Dun,8,Cybersecurity,7.16,5.32,9.1,savage-dun@univ.edu
P14885,Savage-Dun,7,Web Development,6.35,6.64,8.74,savage-dun@univ.edu
P14886,Cynthia  Schauer,4,Mobile Development,6.7,6.23,6.6,cynthia..schauer@univ.edu
P14887,Cynthia  Schauer,13,Cybersecurity,4.53,10.0,6.53,cynthia..schauer@univ.edu
P14888,Cynthia  Schauer,11,Mobile Development,6.34,7.88,6.95,cynthia..schauer@univ.edu
P14889,Cynthia  Schauer,8,AI/ML,7.88,9.1,7.78,cynthia..schauer@univ.edu
P14890,Cynthia  Schauer,10,Data Science,7.21,6.59,5.58,cynthia..schauer@univ.edu
P14891,Cynthia  Schauer,11,Web Development,8.21,8.4,6.57,cynthia..schauer@univ.edu
P14892,Cynthia  Schauer,11,Mobile Development,9.23,8.16,5.98,cynthia..schauer@univ.edu
P14893,Cynthia  Schauer,10,Data Science,6.01,4.63,9.61,cynthia..schauer@univ.edu
P14894,Cynthia  Schauer,14,Web Development,5.93,6.84,8.32,cynthia..schauer@univ.edu
P14895,Cynthia  Schauer,10,Data Science,8.14,5.96,7.33,cynthia..schauer@univ.edu
P14896,Cynthia  Schauer,5,Cybersecurity,6.81,5.91,6.65,cynthia..schauer@univ.edu
P14897,Cynthia  Schauer,15,Cybersecurity,6.78,7.76,6.34,cynthia..schauer@univ.edu
P14898,Cynthia  Schauer,4,Data Science,10.0,7.21,8.95,cynthia..schauer@univ.edu
P14899,Cynthia  Schauer,19,Web Development,8.5,8.94,6.61,cynthia..schauer@univ.edu
P14900,Cynthia  Schauer,18,Data Science,7.19,6.2,8.95,cynthia..schauer@univ.edu
P14901,Cynthia  Schauer,6,AI/ML,7.61,8.42,3.24,cynthia..schauer@univ.edu
P14902,Cynthia  Schauer,20,Web Development,7.26,9.21,8.53,cynthia..schauer@univ.edu
P14903,Cynthia  Schauer,16,Web Development,5.42,5.78,8.26,cynthia..schauer@univ.edu
P14904,Cynthia  Schauer,4,Data Science,7.42,7.56,7.47,cynthia..schauer@univ.edu
P14905,Cynthia  Schauer,15,Mobile Development,6.83,9.77,8.09,cynthia..schauer@univ.edu
P14906,Milagros  Ranoa,19,Data Science,6.21,8.25,6.66,milagros..ranoa@univ.edu
P14907,Milagros  Ranoa,17,Mobile Development,6.54,6.07,8.71,milagros..ranoa@univ.edu
P14908,Milagros  Ranoa,7,Web Development,5.5,6.04,9.23,milagros..ranoa@univ.edu
P14909,Milagros  Ranoa,9,Cybersecurity,5.15,7.91,6.47,milagros..ranoa@univ.edu
P14910,Milagros  Ranoa,20,Cybersecurity,6.17,8.93,8.87,milagros..ranoa@univ.edu
P14911,Milagros  Ranoa,13,Data Science,6.0,8.92,7.6,milagros..ranoa@univ.edu
P14912,Milagros  Ranoa,20,Mobile Development,9.31,8.59,5.62,milagros..ranoa@univ.edu
P14913,Milagros  Ranoa,7,Data Science,8.68,7.52,8.73,milagros..ranoa@univ.edu
P14914,Milagros  Ranoa,15,AI/ML,6.45,7.21,6.71,milagros..ranoa@univ.edu
P14915,Milagros  Ranoa,20,Data Science,7.64,5.15,7.6,milagros..ranoa@univ.edu
P14916,Milagros  Ranoa,4,Data Science,6.99,8.03,8.62,milagros..ranoa@univ.edu
P14917,Milagros  Ranoa,6,Data Science,6.36,7.74,8.83,milagros..ranoa@univ.edu
P14918,Milagros  Ranoa,15,Data Science,5.87,7.85,5.86,milagros..ranoa@univ.edu
P14919,Jim  Whitehead,18,Mobile Development,6.62,9.98,7.53,jim..whitehead@univ.edu
P14920,Jim  Whitehead,8,Mobile Development,6.42,7.49,6.11,jim..whitehead@univ.edu
P14921,Jim  Whitehead,10,Mobile Development,6.81,7.65,6.53,jim..whitehead@univ.edu
P14922,Jim  Whitehead,18,AI/ML,9.47,6.15,8.55,jim..whitehead@univ.edu
P14923,Jim  Whitehead,15,AI/ML,6.89,8.71,9.44,jim..whitehead@univ.edu
P14924,Jim  Whitehead,6,Data Science,5.51,7.3,6.14,jim..whitehead@univ.edu
P14925,Jim  Whitehead,4,Mobile Development,6.76,10.0,5.85,jim..whitehead@univ.edu
P14926,Jim  Whitehead,11,AI/ML,8.4,9.13,6.46,jim..whitehead@univ.edu
P14927,Jim  Whitehead,20,Cybersecurity,9.45,10.0,6.74,jim..whitehead@univ.edu
P14928,Jim  Whitehead,19,Data Science,5.38,7.39,6.55,jim..whitehead@univ.edu
P14929,Jim  Whitehead,10,Web Development,7.05,7.35,9.15,jim..whitehead@univ.edu
P14930,Jim  Whitehead,17,Mobile Development,7.43,9.32,8.75,jim..whitehead@univ.edu
P14931,Jim  Whitehead,11,Data Science,8.21,8.5,10.0,jim..whitehead@univ.edu
P14932,Jim  Whitehead,19,Data Science,6.79,9.39,7.37,jim..whitehead@univ.edu
P14933,Jim  Whitehead,4,Web Development,7.01,8.61,8.4,jim..whitehead@univ.edu
P14934,Jim  Whitehead,8,Cybersecurity,6.5,7.68,6.09,jim..whitehead@univ.edu
P14935,Jim  Whitehead,7,AI/ML,5.44,8.19,6.83,jim..whitehead@univ.edu
P14936,Jim  Whitehead,19,AI/ML,8.13,7.06,6.74,jim..whitehead@univ.edu
P14937,Jason  Carland,4,Web Development,5.86,5.55,7.92,jason..carland@univ.edu
P14938,Jason  Carland,20,Web Development,5.12,8.6,7.65,jason..carland@univ.edu
P14939,Jason  Carland,12,AI/ML,6.44,9.67,5.11,jason..carland@univ.edu
P14940,Jason  Carland,12,Cybersecurity,4.99,7.46,8.34,jason..carland@univ.edu
P14941,Jason  Carland,8,Cybersecurity,6.52,7.31,8.13,jason..carland@univ.edu
P14942,Jason  Carland,14,Data Science,6.45,8.1,8.68,jason..carland@univ.edu
P14943,Barry  Cohen,19,Web Development,6.89,8.17,7.17,barry..cohen@univ.edu
P14944,Barry  Cohen,15,Web Development,6.43,9.61,7.94,barry..cohen@univ.edu
P14945,Barry  Cohen,18,Web Development,7.07,8.94,8.09,barry..cohen@univ.edu
P14946,Barry  Cohen,12,AI/ML,9.25,6.67,10.0,barry..cohen@univ.edu
P14947,Barry  Cohen,4,AI/ML,4.0,5.96,5.37,barry..cohen@univ.edu
P14948,Barry  Cohen,4,AI/ML,8.83,8.22,8.91,barry..cohen@univ.edu
P14949,Barry  Cohen,9,Cybersecurity,5.27,9.94,8.32,barry..cohen@univ.edu
P14950,Barry  Cohen,8,AI/ML,7.54,10.0,7.98,barry..cohen@univ.edu
P14951,Barry  Cohen,3,Data Science,8.52,5.12,7.42,barry..cohen@univ.edu
P14952,Barry  Cohen,14,AI/ML,6.77,8.78,7.89,barry..cohen@univ.edu
P14953,Barry  Cohen,15,Cybersecurity,7.24,8.08,7.71,barry..cohen@univ.edu
P14954,Barry  Cohen,14,Web Development,7.88,5.14,7.82,barry..cohen@univ.edu
P14955,Barry  Cohen,11,Data Science,8.26,9.13,6.55,barry..cohen@univ.edu
P14956,Barry  Cohen,12,Cybersecurity,5.59,10.0,6.92,barry..cohen@univ.edu
P14957,Barry  Cohen,19,Mobile Development,7.5,8.96,7.64,barry..cohen@univ.edu
P14958,Barry  Cohen,20,Web Development,6.93,10.0,5.83,barry..cohen@univ.edu
P14959,Barry  Cohen,10,AI/ML,7.59,8.66,8.08,barry..cohen@univ.edu
P14960,Barry  Cohen,9,Cybersecurity,7.59,7.68,7.37,barry..cohen@univ.edu
P14961,Barry  Cohen,11,Mobile Development,6.93,8.61,6.46,barry..cohen@univ.edu
P14962,Barry  Cohen,12,Cybersecurity,7.01,6.6,7.28,barry..cohen@univ.edu
P14963,Kim  Specht,14,AI/ML,7.65,6.93,8.31,kim..specht@univ.edu
P14964,Kim  Specht,17,Cybersecurity,6.46,8.38,7.53,kim..specht@univ.edu
P14965,Kim  Specht,17,Mobile Development,7.91,7.68,8.1,kim..specht@univ.edu
P14966,Kim  Specht,6,Cybersecurity,6.11,10.0,7.66,kim..specht@univ.edu
P14967,Kim  Specht,6,Data Science,9.38,7.68,8.26,kim..specht@univ.edu
P14968,Kim  Specht,3,Data Science,7.59,8.0,8.74,kim..specht@univ.edu
P14969,Kim  Specht,14,AI/ML,7.3,8.35,5.74,kim..specht@univ.edu
P14970,Kim  Specht,4,Mobile Development,6.32,9.27,6.55,kim..specht@univ.edu
P14971,Kim  Specht,17,Mobile Development,6.86,5.62,7.64,kim..specht@univ.edu
P14972,Kim  Specht,19,Mobile Development,7.52,10.0,7.29,kim..specht@univ.edu
P14973,Kim  Specht,9,Mobile Development,8.49,9.28,6.68,kim..specht@univ.edu
P14974,Kim  Specht,8,Mobile Development,5.62,8.78,4.74,kim..specht@univ.edu
P14975,Kim  Specht,14,Web Development,5.39,10.0,9.09,kim..specht@univ.edu
P14976,Rudy  Pyle,3,Cybersecurity,6.45,7.49,6.39,rudy..pyle@univ.edu
P14977,Rudy  Pyle,16,Mobile Development,6.52,7.12,8.59,rudy..pyle@univ.edu
P14978,Rudy  Pyle,6,Data Science,6.47,6.25,6.21,rudy..pyle@univ.edu
P14979,Rudy  Pyle,7,Cybersecurity,7.57,10.0,8.54,rudy..pyle@univ.edu
P14980,Rudy  Pyle,3,AI/ML,7.28,7.39,5.53,rudy..pyle@univ.edu
P14981,Rudy  Pyle,3,AI/ML,6.72,10.0,6.83,rudy..pyle@univ.edu
P14982,Rudy  Pyle,8,Mobile Development,8.63,8.92,5.99,rudy..pyle@univ.edu
P14983,Rudy  Pyle,7,Web Development,9.76,8.51,9.83,rudy..pyle@univ.edu
P14984,Rudy  Pyle,4,Web Development,7.66,8.48,6.85,rudy..pyle@univ.edu
P14985,Rudy  Pyle,7,Cybersecurity,7.53,6.38,6.75,rudy..pyle@univ.edu
P14986,Rudy  Pyle,11,Web Development,7.09,8.85,6.07,rudy..pyle@univ.edu
P14987,Rudy  Pyle,17,AI/ML,5.66,8.6,8.23,rudy..pyle@univ.edu
P14988,Rudy  Pyle,15,Mobile Development,8.19,10.0,7.96,rudy..pyle@univ.edu
P14989,Betty  Zacate,14,Data Science,6.72,9.0,8.8,betty..zacate@univ.edu
P14990,Betty  Zacate,7,AI/ML,6.93,8.12,8.27,betty..zacate@univ.edu
P14991,Betty  Zacate,4,AI/ML,7.16,7.08,7.09,betty..zacate@univ.edu
P14992,Betty  Zacate,6,Cybersecurity,5.56,8.8,5.53,betty..zacate@univ.edu
P14993,Betty  Zacate,20,Web Development,8.58,7.91,6.53,betty..zacate@univ.edu
P14994,Betty  Zacate,12,Data Science,8.01,8.6,7.84,betty..zacate@univ.edu
P14995,Betty  Zacate,15,Data Science,6.02,7.49,9.37,betty..zacate@univ.edu
P14996,Betty  Zacate,14,Web Development,5.75,7.97,9.65,betty..zacate@univ.edu
P14997,Betty  Zacate,4,Mobile Development,6.06,6.13,6.18,betty..zacate@univ.edu
P14998,Betty  Zacate,17,Web Development,6.04,6.8,7.43,betty..zacate@univ.edu
P14999,Betty  Zacate,16,Mobile Development,5.65,5.46,7.63,betty..zacate@univ.edu
P15000,Betty  Zacate,12,Data Science,7.38,7.45,7.78,betty..zacate@univ.edu
P15001,Betty  Zacate,10,Cybersecurity,7.36,6.27,7.71,betty..zacate@univ.edu
P15002,Betty  Zacate,17,AI/ML,5.51,7.74,6.42,betty..zacate@univ.edu
P15003,Betty  Zacate,15,Data Science,9.45,8.2,7.38,betty..zacate@univ.edu
P15004,Betty  Zacate,10,Data Science,5.8,8.56,6.92,betty..zacate@univ.edu
P15005,Betty  Zacate,16,Data Science,4.57,5.1,7.67,betty..zacate@univ.edu
P15006,Betty  Zacate,3,AI/ML,7.77,6.81,9.15,betty..zacate@univ.edu
P15007,Betty  Zacate,15,Mobile Development,6.98,8.66,7.47,betty..zacate@univ.edu
P15008,Betty  Zacate,10,Cybersecurity,6.54,8.55,6.54,betty..zacate@univ.edu
P15009,Mark  McKibben,20,Cybersecurity,7.16,8.6,9.36,mark..mckibben@univ.edu
P15010,Mark  McKibben,11,Cybersecurity,6.94,9.62,7.59,mark..mckibben@univ.edu
P15011,Mark  McKibben,15,Mobile Development,7.84,6.43,7.46,mark..mckibben@univ.edu
P15012,Mark  McKibben,5,Web Development,6.76,6.57,7.71,mark..mckibben@univ.edu
P15013,Mark  McKibben,20,Web Development,6.41,7.19,7.88,mark..mckibben@univ.edu
P15014,Mark  McKibben,12,Cybersecurity,7.26,7.38,10.0,mark..mckibben@univ.edu
P15015,Mark  McKibben,7,Data Science,7.95,9.56,10.0,mark..mckibben@univ.edu
P15016,Mark  McKibben,8,Data Science,6.88,7.53,8.12,mark..mckibben@univ.edu
P15017,Mark  McKibben,10,AI/ML,6.94,8.69,8.26,mark..mckibben@univ.edu
P15018,Mark  McKibben,9,Web Development,8.55,6.63,7.2,mark..mckibben@univ.edu
P15019,Mark  McKibben,20,Data Science,7.06,9.43,6.24,mark..mckibben@univ.edu
P15020,Mark  McKibben,16,Cybersecurity,5.25,6.52,9.15,mark..mckibben@univ.edu
P15021,Mark  McKibben,17,AI/ML,7.09,7.06,5.17,mark..mckibben@univ.edu
P15022,Mark  McKibben,12,Web Development,7.01,7.26,7.46,mark..mckibben@univ.edu
P15023,Anne L.  Dearing,14,AI/ML,7.31,10.0,8.87,anne.l...dearing@univ.edu
P15024,Anne L.  Dearing,9,Data Science,7.28,9.56,8.11,anne.l...dearing@univ.edu
P15025,Anne L.  Dearing,9,Cybersecurity,7.02,8.08,8.76,anne.l...dearing@univ.edu
P15026,Anne L.  Dearing,13,Cybersecurity,7.39,5.97,6.88,anne.l...dearing@univ.edu
P15027,Anne L.  Dearing,15,Cybersecurity,5.55,8.54,7.29,anne.l...dearing@univ.edu
P15028,Anne L.  Dearing,17,Data Science,9.71,9.1,8.34,anne.l...dearing@univ.edu
P15029,Anne L.  Dearing,20,Mobile Development,7.09,9.77,7.47,anne.l...dearing@univ.edu
P15030,Anne L.  Dearing,9,Cybersecurity,5.72,9.39,6.69,anne.l...dearing@univ.edu
P15031,Anne L.  Dearing,8,Mobile Development,5.23,6.28,8.73,anne.l...dearing@univ.edu
P15032,Anne L.  Dearing,13,Cybersecurity,7.56,7.12,8.01,anne.l...dearing@univ.edu
P15033,Anne L.  Dearing,10,Mobile Development,6.52,9.2,6.24,anne.l...dearing@univ.edu
P15034,Anne L.  Dearing,3,Web Development,7.36,8.9,6.16,anne.l...dearing@univ.edu
P15035,Anne L.  Dearing,10,Web Development,9.54,8.2,7.57,anne.l...dearing@univ.edu
P15036,Anne L.  Dearing,10,Cybersecurity,7.03,8.27,6.9,anne.l...dearing@univ.edu
P15037,Anne L.  Dearing,5,AI/ML,8.31,7.32,7.28,anne.l...dearing@univ.edu
P15038,Anne L.  Dearing,7,AI/ML,5.83,4.85,6.25,anne.l...dearing@univ.edu
P15039,Anne L.  Dearing,5,Data Science,7.31,8.3,8.48,anne.l...dearing@univ.edu
P15040,Anne L.  Dearing,17,Web Development,5.98,10.0,8.89,anne.l...dearing@univ.edu
P15041,Anne L.  Dearing,16,Web Development,5.61,9.0,6.16,anne.l...dearing@univ.edu
P15042,Anne L.  Dearing,17,AI/ML,7.23,8.13,6.09,anne.l...dearing@univ.edu
P15043,Eric  Ericksen,19,Cybersecurity,8.78,7.09,9.04,eric..ericksen@univ.edu
P15044,Eric  Ericksen,20,Data Science,8.16,9.2,8.67,eric..ericksen@univ.edu
P15045,Eric  Ericksen,4,Web Development,10.0,7.12,6.59,eric..ericksen@univ.edu
P15046,Eric  Ericksen,14,Data Science,6.94,10.0,8.09,eric..ericksen@univ.edu
P15047,Eric  Ericksen,18,Web Development,7.41,8.58,7.51,eric..ericksen@univ.edu
P15048,Eric  Ericksen,6,Mobile Development,7.8,7.73,6.6,eric..ericksen@univ.edu
P15049,Eric  Ericksen,4,Mobile Development,7.14,9.7,8.33,eric..ericksen@univ.edu
P15050,Eric  Ericksen,16,Data Science,8.06,8.74,7.3,eric..ericksen@univ.edu
P15051,Eric  Ericksen,13,AI/ML,6.35,5.98,7.79,eric..ericksen@univ.edu
P15052,Eric  Ericksen,15,AI/ML,6.17,7.73,8.75,eric..ericksen@univ.edu
P15053,Eric  Ericksen,9,Web Development,6.38,8.45,6.17,eric..ericksen@univ.edu
P15054,Eric  Ericksen,12,Mobile Development,5.79,8.6,9.49,eric..ericksen@univ.edu
P15055,Eric  Ericksen,3,Mobile Development,4.98,6.85,7.54,eric..ericksen@univ.edu
P15056,Eric  Ericksen,6,Data Science,6.81,9.02,8.32,eric..ericksen@univ.edu
P15057,Eric  Ericksen,20,Data Science,4.32,4.98,5.98,eric..ericksen@univ.edu
P15058,Eric  Ericksen,8,AI/ML,6.52,8.37,8.11,eric..ericksen@univ.edu
P15059,Eric  Ericksen,4,AI/ML,4.52,9.0,5.74,eric..ericksen@univ.edu
P15060,Eric  Ericksen,5,AI/ML,8.92,10.0,7.87,eric..ericksen@univ.edu
P15061,Eric  Ericksen,16,Cybersecurity,6.52,8.65,7.55,eric..ericksen@univ.edu
P15062,Eric  Ericksen,10,Mobile Development,3.63,6.3,6.28,eric..ericksen@univ.edu
P15063,Nina-Nash  Robertson,18,Mobile Development,7.04,8.47,7.82,nina-nash..robertson@univ.edu
P15064,Nina-Nash  Robertson,20,Data Science,7.32,6.1,6.45,nina-nash..robertson@univ.edu
